drug_name,sanskrit_name,transliteration,image_urls,ocr_text
Kutaja - stri,कुटज स्त्री,kuṭaja strī,"https://www.medicinalplants.in/slokaimages/876/876_1.jpg
https://www.medicinalplants.in/slokaimages/876/876_2.jpg
https://www.medicinalplants.in/slokaimages/876/876_3.jpg
https://www.medicinalplants.in/slokaimages/876/876_4.jpg
https://www.medicinalplants.in/slokaimages/876/876_5.jpg
https://www.medicinalplants.in/slokaimages/876/876_6.jpg
https://www.medicinalplants.in/slokaimages/876/876_7.jpg
https://www.medicinalplants.in/slokaimages/876/876_8.jpg","कुटजः
कौटो वत्सको गिरिमल्लिका
कलिङ्गश्चक्रशाखी
च
मल्लिकापुष्प इत्यपि
इन्द्रयवफलः प्रोक्तो वृष्यकः पाण्डुरद्रुमः
IBpn)
Synonyms of Kutaja are Kutija, Kauto, Vatsaka, Girimallika, Kalinga,
Cakrasakhi, Mallika puspa, Indrayav phala, Vrsyaka, Pandura druma.
कुटिजः

कुटजः कौटजः शक्रो वत्सको गिरिमल्लिका
कलिङ्गो मल्लिकापुष्पः प्रावृष्यः शक्रपादपः |I
वरतिक्तो यवफलः संग्राहि पाण्डुरद्रुमः
प्रावृषेण्यो महागन्धः स्यात्पञ्चदशाभिधः
Il IRjn)
Kutaja is otherwise named Kautaja, Sakra, Vatsaka, Girimallika, Kalinga
Mallikapuspa, Pravrsya , Sakrapadapa, Varatikta, Yavaphala, Sangrhahi,
Panduradruma, Pravrsenya, Mahagandha

दीपनः पाचनं ग्राहि रक्तपित्तार्शसां हितम्
कृमिकुष्ठप्रशमनं
तिक्तकं रसे Il IMdnl
Kutaja is tikta in rasa, dipana, pacana, 8rahi in karma, cures raktapitta
arsa, krmi, kustha
कुटजं

कुटजः कटुकस्तिक्तः कषायो रूक्षशीतलः
कुष्ठातिसारपित्तास्रगुदजानि विनाशयेत्
IDhn )
Kutaja is katu, tikta, kashaya in rasa, ruksa in guna, sitala in veerya, cures
Kustha, atisara, pitta asra , gudaja vikara.

कुटजः कटुतिक्तोष्णः कषायश्चातिसारजित्
तत्रासितोडस्रपित्तघ्नः त्वग्दोषार्शोनिकृन्तनः Il IRjn)
Kutaja is katu, tikta, kashaya in rasa, usna in veerya and cures atisara
Asita variety alleviates pitta, asra, tvag dosha and arsa

रक्तपित्तकफघ्नस्तु सुकुमारेष्वनत्ययः
हृद्रोगज्वरवातासृगविसर्पादिशु शस्यते
Il IC.S Ka 5)
Kutaja alleviates raktapitta
kapha.
It can be given even in children. It
cures
hraroga, jvara, vata asrg visarpa etc ,
and

कुटजः कटुको रूक्षो दीपनस्तुवरो लघुः
अर्शोडतिसारपित्तास्रकफतृष्णामपित्तनुत् Il IMdv
Kutaja is katu, tuvara in rasa, ruksa in guna, dipana in karma, cures arsa,
atisara, pittasra, kapha, trsna
ama, pitta.

पुष्पन्तु वत्सकस्योक्तं
चाग्निदीपकम्
तिक्तं शीतं वातलं च लघु पित्तातिसारनुत्
रक्तदोषं कफं पित्तं कुष्ठञ्चैवातिसारकम्
कृमींश्चैव हरेदेतदुक्तं पूर्वैश्च सूरिभिः
Il INir)
Puspa is tuvara, tikta in rasa, laghu in guna , sita in veerya, agni dipaka,
increases vata, cures pitta, atisara, rakta dosha, kapha, pitta, kustha,
atisara, krmi.
तुवरं"
Lajjalu,लज्जालु,lajjālu,"https://www.medicinalplants.in/slokaimages/1107/1107_1.jpg
https://www.medicinalplants.in/slokaimages/1107/1107_2.jpg","लज्जालुः शीतला तिक्ता कषाया कफपित्तजित्|
रक्तपित्तमतीसारं योनिरोगान् विनाशयेत्
Il (Bpn)
Lajjalu is tikta, kashaya in rasa, sita in veerya, alleviates kapha and pitta,
cures raktapitta, atisara and yoniroga

रक्तपादी कटुः शीता पित्तातीसारनाशिनी|
शोफदाहश्रमश्वासव्रणकुष्ठकफास्रनुत्
IRjn )
Raktapadi is katu in rasa, sita in veerya, alleviates kapha and
pitta
atisara nasini, cures sopha, aaha, srama, svasa, vrana and kustha.
asra,"
Langali,लाङ्गली,lāṅgalī,"https://www.medicinalplants.in/slokaimages/803/803_1.jpg
https://www.medicinalplants.in/slokaimages/803/803_2.jpg
https://www.medicinalplants.in/slokaimages/803/803_3.jpg","लाङ्गली कटुरुष्णा च कफवातविनाशिनी |
तिक्ता सरा
श्वयथुगर्भशल्यव्रणापहा
न( IDhnl
Langali is katu, tikta in rasa, sara in guna, usna in veerya, destroys kapha
ana vata, cures svayathu, garbha salya ana vrana.

कलिहारी कटूष्णा च कफवातनिकृन्तनी |
गर्भन्तः शल्यनिष्कासकारिणी सारिणी परा| | (ग.नि)
Kaliahari is katu in
rasa, usna in
veerya, alleviates kapha and
vata
garbhanta, salya niskasakarini (removes
substances  , sarini para.
 foriegn

कलिहारी सरा कुष्ठशोफर्शोव्रणशूलजित्
सक्षारा
श्लेष्मजित् लघ्वी पित्तला गर्भपातिनी
( IBpn)
Kalihari is sara
in guna, cures kustha, sopha, arsa,
vrana and sula. Its
Ksara
is   laghu
Buna,
alleviates
slesma,
increases
pitta
ana
garbhapatani."
Lavanga,लवङ्ग,lavaṅga,"https://www.medicinalplants.in/slokaimages/1562/1562_1.jpg
https://www.medicinalplants.in/slokaimages/1562/1562_2.jpg
https://www.medicinalplants.in/slokaimages/1562/1562_3.jpg
https://www.medicinalplants.in/slokaimages/1562/1562_4.jpg
https://www.medicinalplants.in/slokaimages/1562/1562_5.jpg","लवङ्ग कुसुमं हृद्यं शीतलं पित्तनाशनम् |
चक्षुष्यं विषहृद वृष्यं माङ्गल्यं मूर्द्धरोगहृत्|
IDhn)
Lavanga kusuma
is sita in veerya, hraya, caksushya, vrshya, mangalya,
destroys pitta, visa, murdaha roga

लवंगं शीतलं तिक्तं चक्षुष्यं भुक्तरोचनम्|
वातपित्तकफघ्नं च तीक्ष्णं मूर्धरुजापहम्| |
अपि च लवंगं सोष्णकं तीक्ष्णं विपाके मधुरं हिमम् |
वातपित्तकफामघ्नं क्षयकासास्रदोषनुत्| | IRjnl
Lavanga is tikta in rasa, usna, tiksna in guna, sita in veerya, madhura in
paka, alleviates vata, pitta and kapha, caksushya, bhuktarocana,
murdharujapaha, hima, vatapittakapha amaghna, cures ksaya, kasa and
asra dosha

लवंगं कटुकं तिक्तं लघु नेत्रहितं हिमम्|
दीपनं पाचनं रूक्षं
कफपित्तास्रनशकृत्|
छर्दि तथाडडध्मानं शूलमाशुविनाशयेत्|
कासं श्वासं च हिक्कां च क्षयं क्षपयति ध्रुवम् | | (Bpnl
Lavanga is katu, tikta in
rasa, laghu, ruksa
in guna, hima in
veerya
netrahita, dipana, pacana, destroys kapha, pitta and
asra
dosha, cures
chardi , aahmana, sula, kasa, svasa, hikka, kshaya and ksapayati.
नृणां

आध्मानानाहशूलध्नं लवंग पाचनं लघु||
राजवल्लभ
Lavanga is laghu in guna, pacana, cures adhmana, anaha and sula

देवकुसुमेद्भवं तैलमग्निकृद्वातनाशनम्|
दन्तवेष्टकफर्तिघ्नं गर्भिण्या, वमनापहम |
(आत्रेयसंहिता
Devakusuma taila is agni kara, destroys vata, cures aantavesta, kapha
ana arti. In garbhini it is vamanapaha."
Lodhra,लोध्र,lodhra,"https://www.medicinalplants.in/slokaimages/1559/1559_1.jpg
https://www.medicinalplants.in/slokaimages/1559/1559_2.jpg
https://www.medicinalplants.in/slokaimages/1559/1559_3.jpg","लोध्रः शीत कषायश्च हन्ति तृष्णामरोचकम्| |
लोध्रयुग्मं कषायं
शातं वातकफास्रजित्
चक्षुष्यं विषहृत् तत्र विशिष्टो वल्करोध्रकः
I IDhn, Rjn)
Lodhra is kashaya in rasa, sita in veerya, cures trsna and arocaka
Lodhra yugma is kashaya in rasa, sita in veerya, alleviates vata, kaphasra,
is caksushya and cures visa

लोध्रो ग्राही लघुः शीतश्चक्षुष्यः कफपित्तनुत्|
कषायो रक्तपित्तासृग्ज्वरातीसारशोथहृत्
[ IBpn)
Lodhra is kashaya in rasa, laghu in guna, sita in veerya,
caksushya
in karma, alleviates kapha and pitta,
cures rakta pitta,
asra vikara, jvara,
atisara and sotha.
Brahi,

लोध्रोडसृक्कफपित्तघ्नः चक्षुष्यः शोथजित् सरः
तद्नच्छावरलोध्रोडपि चक्षुष्यो मृदुरेचनः| | (Rjvl
Loahra is sara in guna, caksushya ana mrdu recana in karma, alleviates
vitiation of asrk, kapha, pitta, cures sotha"
Madana,मदन,madana,"https://www.medicinalplants.in/slokaimages/357/357_1.jpg
https://www.medicinalplants.in/slokaimages/357/357_2.jpg","मदनः
कटुतिक्तोष्णः कफवातव्रणापहः
शोफदोषापहश्चैव वमने च प्रशस्यते| | IRjnl
Madana is katu , tikta in rasa, usna in veerya, alleviates kapha and vata,
cures vrana ana sopha ana effective in vamana

मदना
मधुरस्तिक्तो वीर्योष्णो लेखनो लघुः
विद्रधिहरः प्रतिश्यायव्रणान्तकः | |
रूक्षः कुष्ठकफानाहशोथगुल्मव्रणापहः
IBpn )
Madana is madhura, tikta in rasa, laghu, ruksa in guna, usna in veerya,
alleviates   kapha,
lekhana,
vanti   kara,
cures
vidradhi,   pratisyaya,
kustha   anaha, sotha,
vrana
वान्तिकृद्
Bulma
and"
Madayantika,मदयन्तिका,madayantikā,https://www.medicinalplants.in/slokaimages/1005/1005_1.jpg,"रक्तरंगा दाहहन्त्री
श्लेष्मकुष्ठहा
बीजमस्याः ग्रहकन्तु शोषं च प्रकीर्त्तितम्||
भूतग्रहाणां दोषं तु ज्वरं चैवं विनाशयेत् II (Nir)
Raktaranga is dahahantri, vanti kara, slesma kustha hara.
Its bija is
$0$a
prakirtita, and cures bhuta, graha, jvara.
वान्तिकृत्
grahi"
Madhuka,मधुक,madhuka,"https://www.medicinalplants.in/slokaimages/1055/1055_1.jpg
https://www.medicinalplants.in/slokaimages/1055/1055_2.jpg
https://www.medicinalplants.in/slokaimages/1055/1055_3.jpg","मधूकपुष्पं मधुरं शीतलं गुरु बृंहणम् |
बलशुक्रकरं प्रोक्तं वातपित्तविनाशनम् II
फलं शीतं गुरु स्वादु
वातपित्तनुत्
हन्ति तृष्णास्रदाहश्वासक्षतक्षयान्
Il IBpn)
Madhuka puspa is machura in rasa, guru in guna, sita in veerya, destroys
vata and pitta, is brmhana and bala sukra kara.
Its phala is svadu in rasa, guru, alleviates vata and pitta, sukrala, ahrdya,
cures trsna
asra, daha, svasa, ksata and ksaya.
शुक्रलं
अहृद्यं

ज्ञेयो जलमधूकस्तु मधुरो व्रणनाशनः
वृष्यो वान्तिहरः शीतो बलकारी रसायनः
IDhn )
Jalamadhuka is madhura in rasa, sita in veerya, vrshya, rasayana, balya
vanti hara and vrana nasana,

मधूकपुष्पं मधुरं च वृष्यं हृद्यं हिमं पित्तविदाहहारि|
फलञ्च वातामयपित्तहारि ज्ञेयं
मधूकद्वयमेवमेतत्
IRjn)
Madhuka puspa is madhura in rasa, hima in veerya, alleviates pitta is
vrshya, hrdya and viaahi hara.
Its phala is vatamaya pitta hari. This is same for both the types"
Makhanna,मखान्न,makhānna,"https://www.medicinalplants.in/slokaimages/716/716_1.jpg
https://www.medicinalplants.in/slokaimages/716/716_2.jpg","मखान्रंपद्मबीजाभंपानीयफलमित्यपि| |
Makhanna, padmabija ana paniya phala are its synonyms.

मखन्नंपद्मबीजस्यगुणैस्तुल्यंविनिर्दिशेत्
IBpn )
Makhanna is similar to padmabija in guna"
Mamira,ममीर,mamīra,https://www.medicinalplants.in/slokaimages/481/481_1.jpg,"ममीरा
तिक्तमूला स्यात् कामरुपसमुद्भवा
स्निग्धखण्डितपत्रा
सितपुष्पाडतितिक्तका
तिक्तमूला कटुस्तिक्ता रूक्षोष्णा दीपनी सरा
चक्षुष्या
रुच्या
कफपित्तहरा मता |l
यकृदुत्तेजनी चैव विषमज्वरनाशिनी
नेत्रामये यकृद्रोगे कुष्ठे शोथे कफामये
कासे श्वासे तथा मूत्रकृछ्रे मेहे च पूयजे
ज्वरौत्तरिकदौर्बल्ये
ज्वरे चापि प्रशस्यते
Il (स्व)
(RerPy sharma
dravyaguna vijnan;partz )
पाचनी"
Mamsarohini,मांसरोहिणी,māṃsarohiṇī,"https://www.medicinalplants.in/slokaimages/1519/1519_1.jpg
https://www.medicinalplants.in/slokaimages/1519/1519_2.jpg
https://www.medicinalplants.in/slokaimages/1519/1519_3.jpg","स्यान्मांसरोहिणी वृष्या सरा दोषत्रयापहा
रसे पाके तु कटुका तुवरा शीतला तु साll (Bpn)
Mamsarohini is katu, tuvara in rasa, sara in guna, sita in
veerya, katu in paka,
vrshya and alleviates all the three
doshas

रोहिणीयुगलं शीतं कषायं कृमिनाशनं 
कण्ठशुद्धिकरं रुच्यं
वातदोषनिषूदनम्
/|
(Rin)
Rohini
yugala
is
kashaya
in
rasa,
sita
in
veerya,
alleviates vata,
is rucya,
kantha suddhi kara
and
cures
krmi

रोहिणीवातहृत कासश्वासशोणितनाशनी |
रोहिणीद्वितीयं बल्यं
रक्तपित्तविषूदनम्I|
पौष्टितं शीतलं कण्ठशूद्धिकारि कषायकम् |
रुच्यं सरं मधुरं वृष्यं च कृमिवातकम्I| (Nir)
Rohini alleviates vata, cures kasa, svasa and sonita
Rohini dvitiya is kashaya, madhura, in rasa,
sara in
guna, sita in veerya, balya, rucya, vrsyha, paustika,
kantha suadhi kara, alleviates vata
cures raktapitta and
krmi."
Manakanda,मानकन्द,mānakanda,"https://www.medicinalplants.in/slokaimages/27/27_1.jpg
https://www.medicinalplants.in/slokaimages/27/27_2.jpg
https://www.medicinalplants.in/slokaimages/27/27_3.jpg
https://www.medicinalplants.in/slokaimages/27/27_4.jpg","स्थूलसूरणमाणकप्रभृतयः कन्दाः ईषत्कषाया
कटुका रूक्षा विष्टम्भिनो गुरवः कफातताः पित्तहराश्च||
माणकं स्वादु शीतञ्च गुरु चापि प्रकीर्तितम्I| (सुश्रुतः सु० ४६)
Sthula
surana
is
manakanda,
it
is
isat  kashaya,
katu
svadu
in
rasa,
ruksa,
vistambhi,
guru in
guna,
sita
in
veerya and alleviates kapha and pitta

माणकः
शोथहृत् शीतः पित्तरक्तहरो लघुः II (Bpn)
Manaka is laghu in guna, sita in veerya,
alleviates pitta
rakta and sotha

माणकं स्वादु शीतं च गुरु चापि प्रकीर्तितम्|| (सुश्रुत, सू॰ ४६)
Manaka
is
svadu
in
rasa,
guru
in
and
sita
in
veerya.
guna

माणकं स्वादु शीतं च गुरु शोथहरं कटुII Rjv)
Manaka is
svadu,
katu
in
rasa,
guru
in
guna
sita
in
veerya and cures sotha"
Marica,मरिच,marica,"https://www.medicinalplants.in/slokaimages/1298/1298_1.jpg
https://www.medicinalplants.in/slokaimages/1298/1298_2.jpg
https://www.medicinalplants.in/slokaimages/1298/1298_3.jpg
https://www.medicinalplants.in/slokaimages/1298/1298_4.jpg
https://www.medicinalplants.in/slokaimages/1298/1298_5.jpg","तात्यर्थमुष्णं मरिचमवृष्यं लघु रोचनम्
छेदित्वाच्छोषणत्वाच्च दीपनं कफवातजित
|C$,su,27)

स्वादुपाक्यार्द्रमरिचं गुरु श्लेष्म प्रसेकि
कटूष्णं लघु तच्छुष्कमवृष्यं कफवातजित्
तात्युष्णं नातिशीतं
च चीर्यतो मरिचं
गुणवन्मरिचेभ्यश्च
चक्षुष्यं
च विशेष्तः
($$,s0u|,46)
सितम्

रसे पाके च कटुकं कफघ्नं मरिचं लघु
(4$,s1,12/27)

मरिचं कटु तिक्तोष्णम् पित्तकृत् श्लेष्मनाशनम्
वायुं विवरय्त्येव जन्तुसन्ताननाशनम्
IDHN )

मरिचं कटुकं तीक्ष्णं दीपनं कफवातजित्
उष्णं पित्तकरं रूक्षं श्वासशूलकृमीन् हरेत्
यदार्द्रमधुरं पाके नात्युष्णं कटुकं गुरु
किञ्चित्तीक्ष्णगुणं श्लेष्मप्रसेकि स्यादपित्तलम्
(Bhava Prakasha )"
Masaparni,माषपर्णी,māṣaparṇī,"https://www.medicinalplants.in/slokaimages/1602/1602_1.jpg
https://www.medicinalplants.in/slokaimages/1602/1602_2.jpg
https://www.medicinalplants.in/slokaimages/1602/1602_3.jpg","माषपर्णी रसे तिक्तो शीतला रक्तपित्तजित्|
Masaparni is tikta in rasa, sita in paka and cures rakta pitta

माषपर्णी रसे तिक्ता वृष्या दाहज्वरापहा
शुक्रवृद्धिकरी
बल्या शीतला
पुष्टिवर्धिनी
Il IRjnl
Masaparni is tikta in rasa, sita in veerya, vrshya, sukra vradhikara, balya,
pusti vardhana and cures daha, jvara.

माषपर्णी महावृष्या चक्षुष्या मुद्गपर्णिका
IRjvl
Masaparni is mahavrshya, cakshuhya and is similar to mudgaparni."
Matsyaksi,मत्स्याक्षी,matsyākṣī,"https://www.medicinalplants.in/slokaimages/195/195_1.jpg
https://www.medicinalplants.in/slokaimages/195/195_2.jpg
https://www.medicinalplants.in/slokaimages/195/195_3.jpg
https://www.medicinalplants.in/slokaimages/195/195_4.jpg
https://www.medicinalplants.in/slokaimages/195/195_5.jpg
https://www.medicinalplants.in/slokaimages/195/195_6.jpg
https://www.medicinalplants.in/slokaimages/195/195_7.jpg
https://www.medicinalplants.in/slokaimages/195/195_8.jpg","ब्राह्मी सरस्वती सोमा सत्यास्वा ब्रह्मचारिणी
(Mpn)
Brahii. sarasvati. somma. satyahva. brahinacarini are the synonyms of brahini

बराह्मी कपोतवङ्गा च सोमवल्ली सरस्वती (Bpn)
Brahmi. kapotavanga. somavalli. sarasvati are its synonyms

ब्राह्मी सौम्या विनिर्दिष्टा दिव्यतेजा महोषधी
कपोतवेगा त्वष्टा च सैव
ब्रह्मसुवर्चला
(Dhn)
Brahmi is otherwise called saumya. divyateja mahaushadhi. kapotavega.
bralmasuvarcala

ताह्यी हिना सरा तिक्ता लघुर्नेच्या च शीतला
कषाया मधुरा स्वादुपाकायुष्या रसायनी
स्वर्या स्मृतिप्रदा कुष्ठपाण्डुनेहास्रकासजित् |
विषशोफज्वरहरी
(Bpnl
Brahmi is tikta madhura kasaya in rasa hima in veerya
5a1a.
laghu in guna svadu in
paka medhya sitala
ayushya, rasayani, svarya smrti prada
cures kustha
pandu
1neha asra Tikara kasa
T1Sa
sopha and jvara

ब्राह्मी शीता कषाया च तिक्ता बुद्धिप्रदा मता
मेधायुरग्निजननी
सारका स्वादुला लघुः
कण्ठशुद्धिकरी हृद्या स्मृतिदा
रसायना
हृद्या मेहं विषं कुष्ठं
कास ज्वर जयत |
शोफकण्डूप्लीहवातरक्तपित्तारुचिर्जयेत्
श्वासं शोष सवदोष कफवातामयानं जयत
INir )
Brahii is kashara
tikta, svadu in taste laghu in property sita in potency buddhi
prada medhya ayushkara saraka kantha suddhikari hrdya smrtida
lasava1a
hrdva
cures meha visa kustha pandu
kasa- ]vara
sopha kandu pliha roga vatarakta pitta
ainici svasa sosa sa1adosha kapha vata amava
पाण्ड

ब्राह्मी तु
पिच्छिलायुष्या सरोन्मादविमर्दिनी
वयसःस्थापनी मेध्या वाक्स्वरस्मृतिदा परा
तिक्ता हृद्या कटुः पाके श्वासश्लेष्मनिकुन्तनी
IGdni
Brahmi is tikta in taste
picchila in property katu in paka ayushya
sara   vayasthapati
1edhya
vak prada. stara prada
smrti prada hrdya and cures svasa slesma and
uumade

भेदिनी गुर्वी मेध्या तिक्ता कफापहा
IRav)
Brahmi is tikta, svadu in taste guru in property hima in potency bhedini medhya
sara, medhya rasayani and alleviates kapha
ग्राह्मी तु

ब्राह्मी हिमा सरा
स्वादुर्लघुर्मोध्या रसायनी
स्वर्या स्मृतिप्रदा कुष्ठपाण्डुमेहास्रकासजित्
विषशाफज्वरहरा
(Mpn, Ndvi
Brahmi is svadu in taste laghu
sara in property haa in potency medhya rasayan1
starya
s1111t1
prada in karma
cures pandu meha asra vikara kasa visa. sopha
JTa1a"
Mayaphala,मायाफल,māyāphala,"https://www.medicinalplants.in/slokaimages/1373/1373_1.jpg
https://www.medicinalplants.in/slokaimages/1373/1373_2.jpg
https://www.medicinalplants.in/slokaimages/1373/1373_3.jpg","मायाफलं वातहरं कटूष्णकम् |
शैतिल्यसंकोचककेशकार्ष्ण्यदम्I| (Rjn)
Mayaphala   is
katu
in
rasa,
usna
in   veerya,
alleviates
vata
is shaithilya, sankocaka and kesakarsnyada.

मायुकं बद्धविट्कं च शीतं च शिशुभेषजम्|| (शोढलः )
Mayuka is sita in veerya, baddhavitka and sisu bhesaja.

शीतलं रूक्षं कषायं लघुदीपनम्|
विपाके कटुकं ग्राहि कफपित्तहरं परम्I| (शोढलनिघण्टु)
Mayuka is kashaya in rasa,
ruksa, laghu in guna, sita in
veerya
katu
in
paka
dipana,
grahi
and
best
in
alleviating kapha and pitta.
मायुकं"
Mayaphala - prajati,मायाफल प्रजाति,māyāphala prajāti,"https://www.medicinalplants.in/slokaimages/1373/1373_1.jpg
https://www.medicinalplants.in/slokaimages/1373/1373_2.jpg
https://www.medicinalplants.in/slokaimages/1373/1373_3.jpg","मायाफलं वातहरं कटूष्णकम् |
शैतिल्यसंकोचककेशकार्ष्ण्यदम्I| (Rjn)
Mayaphala   is
katu
in
rasa,
usna
in   veerya,
alleviates
vata
is shaithilya, sankocaka and kesakarsnyada.

मायुकं बद्धविट्कं च शीतं च शिशुभेषजम्|| (शोढलः )
Mayuka is sita in veerya, baddhavitka and sisu bhesaja.

शीतलं रूक्षं कषायं लघुदीपनम्|
विपाके कटुकं ग्राहि कफपित्तहरं परम्I| (शोढलनिघण्टु)
Mayuka is kashaya in rasa,
ruksa, laghu in guna, sita in
veerya
katu
in
paka
dipana,
grahi
and
best
in
alleviating kapha and pitta.
मायुकं"
Mayurasikha,मयूरशिखा,mayūraśikhā,"https://www.medicinalplants.in/slokaimages/44/44_1.jpg
https://www.medicinalplants.in/slokaimages/44/44_2.jpg","नालकण्ठशिखा लघ्वी पित्तश्लेष्माति सारजित्
( IBpn)
Nalakantha sikha is Laghu, Pitta slesma atisara hara.

बर्हिचूडा रसे स्वादु मूत्रकृच्छ्रनाशिनी |
बालग्रहादि दोषघ्नी वश्यकर्मणि शस्यते
IRjn)
Barhicuda is Svadu in Rasa , Mutrakrcchra nasini, Bala grahadi dosaghna,
Vasya karmani sasyate"
Methika,मेथिका,methikā,"https://www.medicinalplants.in/slokaimages/1651/1651_1.jpg
https://www.medicinalplants.in/slokaimages/1651/1651_2.jpg","मेथिका कटुरुष्णा च रक्तपित्तप्रकोपणी
अरोचकहरा दीप्तिकरी वातप्रणाशिनी| | IRjnl
Methika is katu in rasa,
usna in veerya, alleviates arocaka, is
dipana,
raktapitta prakopani and destroys vata.

मेथिका वातशमनी श्लेष्मघ्नी ज्वरनाशिनी|
ततश्चाल्पगुणा वन्या वाजिनां सा तु पूजिता | | (Bpnl
Methika pacifies vata, alleviates slesma and jvara.
Vanya variety is Of alpaguna, and is a best vajikara."
Mudgaparni,मुद्गपर्णी,mudgaparṇī,"https://www.medicinalplants.in/slokaimages/1366/1366_1.jpg
https://www.medicinalplants.in/slokaimages/1366/1366_2.jpg","हिमा स्वादुः वातरक्तविनाशिनी |
पित्तदाहज्वरान् हन्ति
कफशुक्रनुत् | |
Mudgaparni is svadu in rasa, hima in veerya, cures pitta, daha, jvara and
krmi, destroys vatarakta, kapha and sukra
मुद्गपर्णी
कृमिघ्नी

मुद्गपर्णी हिमा कासवातरक्तक्षयापहा |
पित्तदाहज्वरान् ह
चक्षुष्या शुक्रवृद्धिकृत्| |
Mudgaparni is hima in veerya, caksushya, sukra vradhikara, alleviates
kasa, vatarakta, kshaya, pitta, daha and jvara"
Mudgaparnini,मुद्गपर्णिनी,mudgaparṇinī,"https://www.medicinalplants.in/slokaimages/1366/1366_1.jpg
https://www.medicinalplants.in/slokaimages/1366/1366_2.jpg","हिमा स्वादुः वातरक्तविनाशिनी |
पित्तदाहज्वरान् हन्ति
कफशुक्रनुत् | |
Mudgaparni is svadu in rasa, hima in veerya, cures pitta, daha, jvara and
krmi, destroys vatarakta, kapha and sukra
मुद्गपर्णी
कृमिघ्नी

मुद्गपर्णी हिमा कासवातरक्तक्षयापहा |
पित्तदाहज्वरान् ह
चक्षुष्या शुक्रवृद्धिकृत्| |
Mudgaparni is hima in veerya, caksushya, sukra vradhikara, alleviates
kasa, vatarakta, kshaya, pitta, daha and jvara"
Mulaka,मूलक,mūlaka,"https://www.medicinalplants.in/slokaimages/1380/1380_1.jpg
https://www.medicinalplants.in/slokaimages/1380/1380_2.jpg
https://www.medicinalplants.in/slokaimages/1380/1380_3.jpg","लघुमूलं
स्यात् रुच्यं लघु च पाचनम् |
दोषत्रयहरं स्वर्यम ज्वरकासविनाशनम्
नासिकाकण्ठरोगघ्नं नयनामयनाशनम |
महते तदेव रूक्षोष्णं गुरु दोषत्रयप्रदम् |
स्नेहसिद्धं तदेव स्यात् दोषत्रयविनाशनम्
(Bpn)
Laghu mulaka is katu in rasa , laghu in guna, usna in veerza, rucya,
pacana, svarya, alleviates all the three doshas, cures jvara, kasa, nasika
kantha roga, nayana maya.
Mahat mulaka is ruksa,
in guna, usna in veerya, and increases all
the three doshas.
Sneha siddha alleviates all the three doshas
कटुष्णं
guru

शुष्कं त्रिदोशमनं शोथघ्न गरजिल्लघु|
तत्पुष्पं कफपित्तघ्नं तत्फलं कफवातजित्|| IRjvl
Suska mulaka is laghu in guna, garajit, pacifies the three doshas and
alleviates sotha.
Its puspa is alleviates kapha and pitta
Its phala alleviates kapha and vata.

बालं दोषहरं वृद्धं त्रिदोषं मारुतापरम्
स्निग्धसिद्धं विशुष्कन्तु
कफवातजितं
(चरक
Bala mulaka is Dosha hara, Vrddha mulaka is Triaosha maruta para,
Snigdha sidaha Visuskamulaka is Kapha vata hara.
मूलकं"
Mundi,मुण्डी,muṇḍī,"https://www.medicinalplants.in/slokaimages/1521/1521_1.jpg
https://www.medicinalplants.in/slokaimages/1521/1521_2.jpg
https://www.medicinalplants.in/slokaimages/1521/1521_3.jpg
https://www.medicinalplants.in/slokaimages/1521/1521_4.jpg","मुण्डितिका कटुः पाके वीर्योष्ण मधुरा लघुः |
मध्या
गण्डीपचीकृच्छ्रकृमिपित्तार्तिपाण्डुनुत्
IBpn )
Mundi is madhura in rasa, laghu in guna, usna in veerya, katu in paka,
medhya, alleviates gandi, apaci, krcchra, krmi, pitta vikara and pandu.

मुण्डिका कटुतिक्तास्यादेडनिलास्रविनाशिनी
आमारुचिघ्न्यपस्मारगण्डश्लीपदनाशिनी
IDhn)
Mundi is katu, tikta in rasa, destroys anila and asra dosha, alleviates
ama, aruci, cures apasmara, ganda and slipada.

श्रावणी
कषाया स्यात् कटूष्णा
कफपित्तनुत्|
आमातीसारकासघ्नी विषच्छर्द्दिविनाशिनी| |
महामुण्ड्युष्णतिक्ता च ईषद् गौल्या मरुच्छिदा |
स्वरकृद्रोचनी चैव मेहकृच्च रसायनी| | IRjn)
Sravani is kashaya, katu in rasa, usna in veerza, alleviates kapha ana
pitta, cures ama, atisara, kasa, visa and chardi.
Maha mundi is tikta in
usna in
veerya, isad gaulya, marucchida (?),
svarya, rocani, meha kara ana rasayana
rasa,

मुण्डितिका कटुः पाके वार्योष्णा मधुरा लघुः |
मेध्या
गण्डापचीकृच्छ्रकृमियोन्यर्तिपाण्डुनुत्
श्लीपदारुच्यपस्मारप्लीहेदोगुदार्तिहृत्
च
तत्तुल्या गुणैरुक्ता महर्षिभिः| | (Bpnl
Mundi is madhura in rasa, laghu in guna, usna in veerya, katu in paka,
meahya, cures ganda, apaci, krcchra, krmi, yoni vikara, panau, slipaaa,
aruci, apasmara, plihodara and guaa roga.
Maha mundi also has similar properties as above
महामुण्डी"
