Botanical Name,Family,Systems,Synonym,Image URL,Detail URL
Matthiola incana R.BR.,BRASSICACEAE,"Ayurveda, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8599920e8176f8764424b5be51d2d298/xclkon/dba87cf84e989649759313275320cde7
Matthiola incana R.BR.,BRASSICACEAE,"Ayurveda, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8599920e8176f8764424b5be51d2d298
Maytenus senegalensis (LAM.) EXELL.,CELASTRACEAE,"Ayurveda, Siddha, Folk",Gymnosporia montana (ROTH.) BENTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/58404bfed44cb6699fa1efc8821009da
Medicago sativa L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c2c8956b2c58f59d80b279ce50f568d6
,MELASTOMATACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c94615806e9078053d290d169517719/xclkon/e4f88fbe4cbc1f7cb30fd40fc77529df
Melastoma malabathricum L.,MELASTOMATACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7752f43283e3b2b1db04169c4f80c9e6
Azadirachta indica A. JUSS.,MELIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Melia azadirachta L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/824a2c2219788b48e2a3bb1633d43370/xclkon/000d3b45b23e8d5511c0100bd4f75875
Melia azedarach L.,MELIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7329b8a791768adea566d3281881f4fe
"Melia dubia HIERN, NON CAV.",MELIACEAE,"Ayurveda, Siddha, Folk",Melia composita WILLD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3c6a389f01cb3f8ebfa0be70fe987c25/xclkon/2053988d906a6e8680160aecd49c0c8d
"Melia dubia HIERN, NON CAV.",MELIACEAE,"Ayurveda, Siddha, Folk",Melia composita WILLD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3c6a389f01cb3f8ebfa0be70fe987c25
Melilotus indica (L.) ALL.,FABACEAE,Ayurveda,Melilotus parviflora BENTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a5b2cb08bba465bda3575cea801ee97
,FABACEAE,"Ayurveda, Unani, Homeopathy",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1772cff74942c87775cdd487df44d3d2
Melilotus indica (L.) ALL.,FABACEAE,Ayurveda,Melilotus parviflora BENTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a5b2cb08bba465bda3575cea801ee97/xclkon/ba5f1baa83853ae173323fccd920551c
Solena amplexicaulis (LAM.) GANDHI,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Bryonia umbellata KLEIN EX WILLD. Melothria heterophylla COGN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a305f7a3643b184951c143e66f95bc3d/xclkon/0437bcbda70a4a762ed0d1a20d9c6e4d
Mukia maderaspatana (L.) M.ROEMER,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Cucumis madraspatanus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b164f9386d6b8aa15acfa6926c57a64/xclkon/6f06ecf95ab32edaf419e62154749d93
Zehneria scabra (L.F.) SOND.,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Bryonia scaber L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/07a86c171bbe7f7dbb67957d94f55cf1/xclkon/ea94167577c8aa9d216132d679b9cf56
,MELASTOMATACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6ed61af70b746598b3530fc7b748e842
Memecylon umbellatum BURM. F.,MELASTOMATACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/030d1cf3714610a5dc8d0f85d823fa04
,MENISPERMACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c5c7fcd1c728c05e501410bfc1b22f73/xclkon/52392d4a61f636266105b49209c7a3b7
Mentha arvensis L.,LAMIACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/56be43c50319a8a710457bf85835d944
,LAMIACEAE,"Ayurveda, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8562d20fe43df853f2084537e894be46/xclkon/afae11da6bd25cf63abb812f7ca10bbf
Mentha arvensis L.,LAMIACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/56be43c50319a8a710457bf85835d944/xclkon/024346dd9df50a6fd92433b0d37317c3
Mentha longifolia (L.) HUDS.,LAMIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bdcf3a36a2c95f35bdd48d4f80ff222f
,LAMIACEAE,"Ayurveda, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8562d20fe43df853f2084537e894be46
,LAMIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1d4e7c332ddca0bcb81a2e8defa10671
,LAMIACEAE,"Ayurveda, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8562d20fe43df853f2084537e894be46/xclkon/b546e19e471fddc2626aaa51619b0c4e
,CONVOLVULACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f914465bab5b5ed0307908b9d8856abd
,CONVOLVULACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f914465bab5b5ed0307908b9d8856abd/xclkon/1ba3dd13a446173a5d880520acedb420
,CONVOLVULACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6f24338806010a2b77bde76427c5eaf9/xclkon/d6f6470b419eba2a40a7da4f92388131
,CONVOLVULACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6f24338806010a2b77bde76427c5eaf9/xclkon/178f5b4975f17697bc1f058da7e91839
,CONVOLVULACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6f24338806010a2b77bde76427c5eaf9/xclkon/97fe06621ade71efb8edce8935d267f0
,CONVOLVULACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6f24338806010a2b77bde76427c5eaf9
,CONVOLVULACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9890fa63f0b4bfe4a0edb46f014acca3/xclkon/a20af9e33e3c50b75771165f1f5e16a2
Mesua nagassarium (BURM.F.) KOSTERM.,CLUSIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Mesua ferrea L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b6d6c1d42d9f0e734974f13a160553b0/xclkon/186a824bd1fbae66409ba12aab6593be
Mesua nagassarium (BURM.F.) KOSTERM.,CLUSIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Mesua ferrea L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b6d6c1d42d9f0e734974f13a160553b0
Meyna laxiflora ROBYNS,RUBIACEAE,Ayurveda,Vangueria spinosa SENSU HOOK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/98c810ae2787dceac870f83ad3b436de
Michelia champaca L.,MAGNOLIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8582ec2fd3dc3aefecd75589825be340
Malaxis muscifera (LINDLEY) KUNTZE,ORCHIDACEAE,"Ayurveda, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/381cef2ef3f0adfdd22eb31d60c0c0bf/xclkon/d20379e910c1971c50474e26b2b1b357
"Crepidium acuminatum (D.DON) SZLAC. X Family - ORCHIDACEAE System(s) of Indian Medicine - Ayurveda, Folk Botanical Synonyms (3) - Malaxis acuminata D.DON",ORCHIDACEAE,"Ayurveda, Folk",Malaxis acuminata D.DON,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9cb904855a72c0103ad947cad38c467d/xclkon/56ab45dcc2515ed07be7b7a0485c23e5
Miliusa velutina HOOK. F. & TH.,ANNONACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4f467d0f495fbae9d7d1cedec1cbb437
"Acacia sinuata (LOUR.) MERR. X Family - MIMOSACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa Botanical Synonyms (3) - Acacia concinna (WILLD.) DC.",MIMOSACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Acacia concinna (WILLD.) DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f07e3b8351810aafdef5ffd5c917230f/xclkon/e2a9059b63c34c990b7bb8cb2b7dcfad
Albizia amara (ROXB.) BOIVIN,MIMOSACEAE,"Ayurveda, Siddha, Folk",Mimosa amara ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/083045b34fb297d9f9c7ec281604a98f/xclkon/927eb7520ebce80ecbf0d4e7190dad58
,MIMOSACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4aeec20f8a1c00709f2199482bfd71b2/xclkon/45b02bbd2d221c6959db63d4fc4a890e
,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/72f782f5e600ec5fa00849205592bf84
Acacia pennata (L.) WILLD.,MIMOSACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0bb1c32b6a6a2631466a0bdf9fb07fb7/xclkon/49d7fe57f41f23e225b6c9fe084a8461
Mimosa hamata WILLD.,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a0df4859e2caa5a319840242f9c04a85
Mimosa pudica L.,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3127a1ac87d4540d9e298e05642e0c0b
,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0e1f0f42a242b26abf07cab74b36a6cf
,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8dadbe82a29faeda96f335b6b7b0c7f3
,MIMOSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/45e76d98319f7bfca5ffb3af1bc5cc10
,MIMOSACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b1e3b5b115df495e95202fa51b07200
,MIMOSACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b1e3b5b115df495e95202fa51b07200/xclkon/f756a87f9aa026bb6d3ff2f9d16b1e39
,MIMOSACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b1e3b5b115df495e95202fa51b07200/xclkon/a43b5b21d7f9b28e92710f92afc93d23
,MIMOSACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/83056fd67495bdba1f0a16b9b55de29f/xclkon/f5107e309271e1967a8441373bfabc30
Manilkara hexandra (ROXB.) DUBARD,SAPOTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Mimusops hexandra ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/17104b3b47f47163e185684f28288000/xclkon/fb8928ef52b7a0915e63a1250033eb66
Manilkara hexandra (ROXB.) DUBARD,SAPOTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Mimusops hexandra ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/17104b3b47f47163e185684f28288000/xclkon/24f1cc80157bc5997e611cd6ecf32fda
"Manilkara kauki (L.) DUBJ. X Family - SAPOTACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Folk Botanical Synonyms (1) - Mimusops kauki L.",SAPOTACEAE,"Ayurveda, Siddha, Unani, Folk",Mimusops kauki L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/49d8109eef180fea9951f7daf4312d5d/xclkon/541b80d1fd48473a7748d6f2a959e215
Mirabilis jalapa L.,NYCTAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/813edc3a7c3b227c3fb29dfc7f2f1daa
Mitragyna parvifolia KORTH.,RUBIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c63b9d4de6eebc46bbc1d65059f2ac0a
Mitragyna parvifolia KORTH.,RUBIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c63b9d4de6eebc46bbc1d65059f2ac0a/xclkon/019e62a1ce757b8550700e2215b1a51c
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d400836b80fe3d7136251c0c365716e6
Adenia hondala (GAERTN.) W.J.DE WILDE,PASSIFLORACEAE,"Ayurveda, Folk",Adenia palmata ENGL. Modecca palmata LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/04200a938c5e6bb2df9798dc3f74dc76/xclkon/e36fa2d7196c57dca907fc47ab36dd83
Flemingia macrophylla (WILLD.) O.KTZE. EX MERR.,FABACEAE,"Ayurveda, Folk",Flemingia congesta ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c4fd710deae0988e5328cd75b89cbf1c/xclkon/ce5d8f2a87155922f06d8f26ad7e342e
Mollugo cerviana SER.,MOLLUGINACEAE,"Ayurveda, Siddha, Folk",Pharnaceum cerviana L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9f4e367511a4b37c7dbb1734f71bb44a
Glinus lotoides L.,AIZOACEAE,"Ayurveda, Siddha, Folk",Glinus dictamnoides BURM.F. Mollugo hirta THUNB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/67349d031267ee6d717be88c91b873eb/xclkon/cec6d03d0e1bbe969c56f2e457d35f35
Glinus oppositifolius (L.) A.DC.,AIZOACEAE,"Ayurveda, Siddha, Folk",Mollugo oppositifolia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/28c3dc1e341a3546b10d37e26e480b04/xclkon/226377e8bb692c19da6a1d1e506ebb36
Glinus oppositifolius (L.) A.DC.,AIZOACEAE,"Ayurveda, Siddha, Folk",Mollugo oppositifolia L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/28c3dc1e341a3546b10d37e26e480b04/xclkon/a79c1c9a01b999f12ef145bd15908fb4
Momordica charantia L.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bdcb3ce6b2cde8dee6f0b137f8ce0c83
Momordica charantia L. var. charantia,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f5a62fb5cbd3f63f75c86ffbaf6663fe
Momordica charantia L. var. muricata (WILLD.) CHAKR.,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/235b8810d6592e98396d3a6d70339a18
Momordica cochinchinensis SPR.,CUCURBITACEAE,"Ayurveda, Folk",Muricia cochinchinensis LOUR.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c93babdb741aa570c2222c11589827a2
"Momordica tuberosa COGN. X Family - CUCURBITACEAE System(s) of Indian Medicine - Ayurveda, Folk Botanical Synonyms (1) - Momordica cymbalaria HK.F.",CUCURBITACEAE,"Ayurveda, Folk",Momordica cymbalaria HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/783ee2892dc89d642a91097466acbac6/xclkon/7e2fbabde0b5a33b86153e08001cd208
Momordica dioica ROXB. EX WILLD.,CUCURBITACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d7e1fad86b641084f389683f5160e659
,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a9ebce011e88200b7d3bc4ed1c6533f5
"Momordica tuberosa COGN. X Family - CUCURBITACEAE System(s) of Indian Medicine - Ayurveda, Folk Botanical Synonyms (1) - Momordica cymbalaria HK.F.",CUCURBITACEAE,"Ayurveda, Folk",Momordica cymbalaria HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/783ee2892dc89d642a91097466acbac6
Azima tetracantha LAM.,SALVADORACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/94e90e4e6e353db4638d4f9f52816cc9/xclkon/048ffcb151b72354bd975c621eb0bde2
Bacopa monnieri (L.) PENNELL,SCROPHULARIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Gratiola monnieria L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/297fcf5c215cc8b1a93d83ac1763b38b/xclkon/6bca410369ae5c403dd56622720395df
Bacopa monnieri (L.) PENNELL,SCROPHULARIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Gratiola monnieria L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/297fcf5c215cc8b1a93d83ac1763b38b/xclkon/fda561bf16dbac60d7c27b25111e619d
Monochoria hastata SOLMS,PONTEDERIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ff3292f97744ba5a278bde7e9865b57a/xclkon/d9341d485d4e83006baf68b96b596dee
Monochoria hastata SOLMS,PONTEDERIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ff3292f97744ba5a278bde7e9865b57a
Monochoria vaginalis PRESL.,PONTEDERIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c0c02d565b62310311682f02ee8900dc
Morinda citrifolia L.,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/eb46359f40f1f340ce03ae8c626ccf51
Morinda pubescens SM.,RUBIACEAE,"Ayurveda, Siddha, Folk",Morinda coreia BUCH.-HAM. Morinda pubescens J.E.SMITH IN REES var. pubescens VERDC. Morinda tinctoria ROXB. var. tomentosa (ROTH) HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d880bd02d3f20d29c4b2349028ac9771/xclkon/8000d14555500e2a572e668f497cc32a
Morinda pubescens SM.,RUBIACEAE,"Ayurveda, Siddha, Folk",Morinda coreia BUCH.-HAM. Morinda pubescens J.E.SMITH IN REES var. pubescens VERDC. Morinda tinctoria ROXB. var. tomentosa (ROTH) HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d880bd02d3f20d29c4b2349028ac9771
Morinda pubescens SM.,RUBIACEAE,"Ayurveda, Siddha, Folk",Morinda coreia BUCH.-HAM. Morinda pubescens J.E.SMITH IN REES var. pubescens VERDC. Morinda tinctoria ROXB. var. tomentosa (ROTH) HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d880bd02d3f20d29c4b2349028ac9771/xclkon/3e306069ca527c9964c81ea5e12d82a9
Morinda pubescens SM.,RUBIACEAE,"Ayurveda, Siddha, Folk",Morinda coreia BUCH.-HAM. Morinda pubescens J.E.SMITH IN REES var. pubescens VERDC. Morinda tinctoria ROXB. var. tomentosa (ROTH) HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d880bd02d3f20d29c4b2349028ac9771/xclkon/70d372d3a394a201f3c13b154c20d3ef
Morinda pubescens SM.,RUBIACEAE,"Ayurveda, Siddha, Folk",Morinda coreia BUCH.-HAM. Morinda pubescens J.E.SMITH IN REES var. pubescens VERDC. Morinda tinctoria ROXB. var. tomentosa (ROTH) HK.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d880bd02d3f20d29c4b2349028ac9771/xclkon/87a235c658914a787d121232232c198d
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e575dbf25c601ebf2630a3788643f556
Moringa concanensis NIMMO EX DALZ. & GIBSON,MORINGACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/786351fdbb2de896617a4b2c7624b1ad
Moringa concanensis NIMMO EX DALZ. & GIBSON,MORINGACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/786351fdbb2de896617a4b2c7624b1ad/xclkon/9df6f3dc601b85407c3ca61f04426de3
Moringa oleifera LAM.,MORINGACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Hyperanthera moringa VAHL Moringa pterygosperma GAERTN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4c45dd2346e183a1b3eb331f170875e4
Moringa oleifera LAM.,MORINGACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Hyperanthera moringa VAHL Moringa pterygosperma GAERTN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4c45dd2346e183a1b3eb331f170875e4/xclkon/133bff390fc0bdf0183cb65fb14062f4
Morus alba L.,MORACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9ad2a56a28b798991edd21321202356a
Morus australis POIRET,MORACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Morus indica L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/42706b8c53e9046dc41149cd7267bb68
Morus australis POIRET,MORACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Morus indica L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/42706b8c53e9046dc41149cd7267bb68/xclkon/905561313057d630b76bea3a474f74dd
Mucuna monosperma DC.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/286ecb716d01ab4dc3ac6abb8f116ed6
Mucuna pruriens (L.) DC.,FABACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa","Carpopogon pruriens ROXB. Dolichos pruriens (L,)",,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b22b64302e1857bf8ef9d889912e544
Mucuna pruriens (L.) DC.,FABACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa","Carpopogon pruriens ROXB. Dolichos pruriens (L,)",,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b22b64302e1857bf8ef9d889912e544/xclkon/571cbf77cc7d7792510bafead68d18c4
Mukia maderaspatana (L.) M.ROEMER,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Cucumis madraspatanus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b164f9386d6b8aa15acfa6926c57a64
Mukia maderaspatana (L.) M.ROEMER,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Cucumis madraspatanus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b164f9386d6b8aa15acfa6926c57a64/xclkon/28569c851f29543eb5943f8b24aeaeae
Murdannia nudiflora (L.) BRENAN,COMMELINACEAE,"Ayurveda, Folk",Aneilema nudiflorum BR. Commelina nudiflora (L.) BRENAN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/90fba550a9d5aba7b94ca61aac5606cc
Momordica cochinchinensis SPR.,CUCURBITACEAE,"Ayurveda, Folk",Muricia cochinchinensis LOUR.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c93babdb741aa570c2222c11589827a2/xclkon/b6f92b46a8b40003b1910cb85224d613
Murraya paniculata (L.) JACK.,RUTACEAE,"Ayurveda, Siddha",Murraya exotica L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1fd75fe739a49c6dc17426edc2bf33db/xclkon/42fa738381eaa603f22b12fcc767f8a9
Murraya koenigii (L.) SPR.,RUTACEAE,"Ayurveda, Siddha, Folk",Bergera koenigii L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af44637aa5f0732b104e377cf264567e
Murraya paniculata (L.) JACK.,RUTACEAE,"Ayurveda, Siddha",Murraya exotica L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1fd75fe739a49c6dc17426edc2bf33db
Musa balbisiana COLLA,MUSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4f8046d55a09b6ba5cd7ceba38ab1eb
,MUSACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/36fd1eaaa9cc232c37fc32f777ae27e9
,MUSACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d3ec47e42e41664a74034fbe598163f0
,MUSACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d3ec47e42e41664a74034fbe598163f0/xclkon/44e39bf6477535cde9d50bebaa16b448
Mussaenda frondosa L.,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7a7ef09aea2a5f7610a8085a51b82082
"Mussaenda glabra VAHL. X Family - RUBIACEAE System(s) of Indian Medicine - Ayurveda, Folk Botanical Synonyms (1) - Mussaenda glabrata VAHL",RUBIACEAE,"Ayurveda, Folk",Mussaenda glabrata VAHL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2602af81de50a2fdc4ab2e2cb15bd81b
"Mussaenda glabra VAHL. X Family - RUBIACEAE System(s) of Indian Medicine - Ayurveda, Folk Botanical Synonyms (1) - Mussaenda glabrata VAHL",RUBIACEAE,"Ayurveda, Folk",Mussaenda glabrata VAHL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2602af81de50a2fdc4ab2e2cb15bd81b/xclkon/4c904ed6d782e11b31e5920279f3ece3
